               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 153,            0.032891,            0.018158,           0.0019973,             0.55746,             0.51774,             0.43954,             0.18448,            0.049905,            0.034959,           0.0043742,             0.00544,             0.00544,             0.00544
                 154,            0.032592,            0.018337,           0.0020768,             0.55933,             0.51563,             0.43974,             0.18488,            0.049916,            0.035007,           0.0043819,             0.00541,             0.00541,             0.00541
                 155,            0.033006,            0.018434,           0.0021117,             0.56017,             0.51639,             0.43992,             0.18496,            0.049916,            0.035046,            0.004382,             0.00538,             0.00538,             0.00538
                 156,            0.032385,            0.018234,           0.0019144,             0.56159,             0.51537,             0.44004,             0.18464,            0.049926,             0.03509,            0.004386,             0.00535,             0.00535,             0.00535
                 157,            0.032235,            0.018473,           0.0020129,             0.56289,             0.51579,             0.43862,             0.18412,            0.049927,            0.035136,           0.0043887,             0.00532,             0.00532,             0.00532
                 158,            0.032683,            0.018507,           0.0020628,             0.55661,             0.51522,             0.43822,             0.18404,            0.049932,            0.035173,           0.0043928,             0.00529,             0.00529,             0.00529
                 159,            0.031857,            0.018065,           0.0019598,             0.54684,             0.52115,             0.43724,             0.18293,            0.049941,            0.035215,           0.0043988,             0.00526,             0.00526,             0.00526
                 160,            0.032294,            0.018261,           0.0019441,             0.55095,             0.51984,              0.4372,             0.18331,            0.049957,            0.035258,           0.0044084,             0.00523,             0.00523,             0.00523
                 161,            0.032005,            0.018028,           0.0020187,             0.55068,             0.51959,             0.43582,             0.18242,            0.049964,            0.035305,           0.0044188,              0.0052,              0.0052,              0.0052
                 162,            0.032174,            0.018235,           0.0020199,              0.5538,              0.5196,             0.43734,             0.18321,            0.049972,            0.035371,           0.0044236,             0.00517,             0.00517,             0.00517
                 163,            0.031887,            0.017918,           0.0020135,             0.55542,              0.5148,             0.43635,             0.18367,             0.04998,            0.035404,           0.0044252,             0.00514,             0.00514,             0.00514
                 164,            0.031839,            0.018006,           0.0019799,             0.55822,             0.51695,             0.43774,             0.18226,            0.049989,            0.035453,           0.0044269,             0.00511,             0.00511,             0.00511
                 165,            0.031932,            0.017717,           0.0019519,             0.54486,             0.52436,             0.43611,             0.18292,            0.050001,            0.035495,           0.0044279,             0.00508,             0.00508,             0.00508
                 166,            0.031545,            0.017871,           0.0018751,             0.54806,             0.52276,             0.43594,             0.18283,            0.050006,             0.03556,           0.0044269,             0.00505,             0.00505,             0.00505
                 167,            0.031405,            0.017642,           0.0018664,             0.54126,             0.52542,             0.43491,             0.18248,            0.050007,            0.035617,           0.0044267,             0.00502,             0.00502,             0.00502
                 168,            0.031569,              0.0176,           0.0019889,             0.53968,             0.52417,             0.43529,             0.18252,            0.050013,            0.035669,           0.0044281,             0.00499,             0.00499,             0.00499
                 169,            0.031822,            0.017788,           0.0019748,             0.53735,             0.52321,              0.4348,              0.1822,            0.050024,            0.035715,           0.0044309,             0.00496,             0.00496,             0.00496
                 170,             0.03109,            0.017425,           0.0017794,             0.53495,             0.51589,             0.43271,             0.18244,            0.050033,            0.035757,           0.0044328,             0.00493,             0.00493,             0.00493
                 171,            0.030933,            0.017511,           0.0018308,             0.53348,             0.51506,             0.43264,             0.18257,             0.05004,             0.03579,           0.0044336,              0.0049,              0.0049,              0.0049
                 172,            0.031405,             0.01758,           0.0018308,             0.53486,             0.52307,             0.43416,             0.18222,            0.050047,            0.035833,           0.0044337,             0.00487,             0.00487,             0.00487
                 173,            0.030922,            0.017548,           0.0019003,             0.53288,             0.52427,             0.43428,             0.18179,            0.050052,            0.035862,           0.0044345,             0.00484,             0.00484,             0.00484
                 174,            0.030931,            0.017548,           0.0019019,             0.52965,               0.526,             0.43448,             0.18161,             0.05006,              0.0359,           0.0044368,             0.00481,             0.00481,             0.00481
                 175,            0.031153,            0.017423,           0.0018581,             0.59587,             0.47149,             0.43344,             0.18156,            0.050065,             0.03593,           0.0044357,             0.00478,             0.00478,             0.00478
                 176,            0.031305,            0.017521,           0.0019067,             0.60192,             0.46755,             0.43227,             0.18185,            0.050072,            0.035968,           0.0044367,             0.00475,             0.00475,             0.00475
                 177,            0.031082,            0.017331,           0.0018899,             0.52879,             0.52773,             0.43247,             0.18193,             0.05008,            0.035995,           0.0044392,             0.00472,             0.00472,             0.00472
                 178,            0.030468,            0.017378,           0.0018193,             0.53358,             0.52718,              0.4318,             0.18182,            0.050088,            0.036016,           0.0044433,             0.00469,             0.00469,             0.00469
                 179,            0.030736,            0.017434,           0.0019865,             0.53487,             0.52374,             0.43182,             0.18169,            0.050095,            0.036041,           0.0044452,             0.00466,             0.00466,             0.00466
                 180,            0.030359,            0.016936,           0.0018499,             0.53177,             0.51951,             0.43165,             0.18179,            0.050105,            0.036072,           0.0044483,             0.00463,             0.00463,             0.00463
                 181,            0.030321,            0.017511,           0.0017998,             0.53308,             0.51882,             0.43175,             0.18233,            0.050114,            0.036094,           0.0044504,              0.0046,              0.0046,              0.0046
                 182,            0.030194,            0.017063,           0.0018002,              0.5989,             0.47021,             0.43145,             0.18215,            0.050121,            0.036125,           0.0044521,             0.00457,             0.00457,             0.00457
                 183,            0.030538,            0.017053,           0.0018224,             0.60121,             0.46992,             0.43116,             0.18171,            0.050127,            0.036154,           0.0044531,             0.00454,             0.00454,             0.00454
                 184,            0.030299,            0.016895,            0.001816,             0.60399,             0.46993,             0.43064,             0.18172,            0.050136,             0.03619,           0.0044553,             0.00451,             0.00451,             0.00451
                 185,            0.030526,            0.017101,           0.0018258,             0.59651,              0.4729,             0.43013,             0.18166,            0.050145,            0.036216,           0.0044562,             0.00448,             0.00448,             0.00448
                 186,            0.029931,            0.016826,           0.0017616,             0.59612,             0.47308,             0.42985,             0.18107,            0.050151,            0.036246,           0.0044576,             0.00445,             0.00445,             0.00445
                 187,            0.030112,            0.016768,           0.0018297,             0.59481,             0.47356,             0.42975,             0.18081,            0.050161,             0.03628,           0.0044587,             0.00442,             0.00442,             0.00442
                 188,            0.029932,            0.016737,           0.0017889,             0.59703,             0.47369,             0.43065,             0.18122,            0.050172,            0.036319,           0.0044618,             0.00439,             0.00439,             0.00439
                 189,            0.029904,            0.016541,            0.001781,             0.59967,             0.47068,             0.42923,             0.18086,            0.050181,            0.036358,           0.0044625,             0.00436,             0.00436,             0.00436
                 190,            0.029889,            0.016946,           0.0018368,              0.5993,             0.47102,             0.43028,             0.18114,            0.050184,            0.036397,           0.0044616,             0.00433,             0.00433,             0.00433
                 191,            0.029499,            0.016712,            0.001773,              0.5993,             0.47066,             0.42969,             0.18102,            0.050185,            0.036442,           0.0044618,              0.0043,              0.0043,              0.0043
                 192,            0.029791,             0.01669,           0.0017711,             0.55772,             0.50289,             0.43044,             0.18162,            0.050188,            0.036483,           0.0044635,             0.00427,             0.00427,             0.00427
                 193,            0.029789,            0.016854,           0.0017929,             0.55705,             0.50291,             0.43014,             0.18258,            0.050194,            0.036508,           0.0044649,             0.00424,             0.00424,             0.00424
                 194,            0.029546,            0.016751,           0.0017234,             0.55677,             0.50318,             0.42943,             0.18187,            0.050202,            0.036533,           0.0044672,             0.00421,             0.00421,             0.00421
                 195,            0.029235,            0.016362,           0.0017038,             0.55474,             0.50481,             0.42873,             0.18215,            0.050207,            0.036559,           0.0044679,             0.00418,             0.00418,             0.00418
                 196,            0.029474,            0.016929,           0.0017202,             0.60101,             0.47062,             0.42864,             0.18212,            0.050214,            0.036603,           0.0044686,             0.00415,             0.00415,             0.00415
